feature,missing_count,missing_rate,dtype,kept_for_modeling,drop_reason
QT_Int_V5_count,0,0.0,int64,True,
QT_Int_V6_count,0,0.0,int64,True,
QT_Int_aVF,0,0.0,float64,True,
QT_Int_aVF_iqr,0,0.0,float64,True,
QT_Int_aVF_count,0,0.0,int64,True,
QT_Int_aVL,0,0.0,float64,True,
QT_Int_aVL_iqr,0,0.0,float64,True,
QT_Int_aVL_count,0,0.0,int64,True,
R_Amp_V4_count,0,0.0,int64,True,
QT_Int_aVR,0,0.0,float64,True,
QT_Int_aVR_iqr,0,0.0,float64,True,
QT_Int_Global_iqr,0,0.0,float64,True,
QT_Int_aVR_count,0,0.0,int64,True,
R_Amp_V3,0,0.0,float64,True,
QT_Int_Global,0,0.0,float64,True,
R_Amp_V3_count,0,0.0,int64,True,
R_Amp_V5_count,0,0.0,int64,True,
R_Amp_V2_count,0,0.0,int64,True,
QT_Int_III_count,0,0.0,int64,True,
QT_Int_V4_count,0,0.0,int64,True,
QT_Int_Global_count,0,0.0,int64,True,
QT_Int_V1_iqr,0,0.0,float64,True,
R_Amp_aVL,0,0.0,float64,True,
QT_Int_V1_count,0,0.0,int64,True,
QT_Int_V2,0,0.0,float64,True,
R_Amp_aVF_count,0,0.0,int64,True,
QT_Int_V2_iqr,0,0.0,float64,True,
QT_Int_V2_count,0,0.0,int64,True,
R_Amp_aVF_iqr,0,0.0,float64,True,
R_Amp_aVF,0,0.0,float64,True,
R_Amp_V6_count,0,0.0,int64,True,
QT_Int_V3,0,0.0,float64,True,
QT_Int_V3_iqr,0,0.0,float64,True,
QT_Int_V3_count,0,0.0,int64,True,
R_Amp_I_iqr,0,0.0,float64,True,
S_Amp_II,0,0.0,float64,True,
PQ_Int_I,0,0.0,float64,True,
S_Amp_II_count,0,0.0,int64,True,
S_Amp_III,0,0.0,float64,True,
T_DurFull_III_count,0,0.0,int64,True,
T_DurFull_III_iqr,0,0.0,float64,True,
T_DurFull_III,0,0.0,float64,True,
T_DurFull_II_count,0,0.0,int64,True,
T_DurFull_II_iqr,0,0.0,float64,True,
T_DurFull_II,0,0.0,float64,True,
T_DurFull_I_count,0,0.0,int64,True,
T_DurFull_I_iqr,0,0.0,float64,True,
T_DurFull_I,0,0.0,float64,True,
T_Amp_aVR_count,0,0.0,int64,True,
T_Amp_aVR_iqr,0,0.0,float64,True,
T_Amp_aVR,0,0.0,float64,True,
T_Amp_aVL_count,0,0.0,int64,True,
T_Amp_aVL_iqr,0,0.0,float64,True,
T_Amp_aVL,0,0.0,float64,True,
T_Amp_aVF_count,0,0.0,int64,True,
T_Amp_aVF_iqr,0,0.0,float64,True,
T_Amp_aVF,0,0.0,float64,True,
T_Amp_V6_count,0,0.0,int64,True,
T_Amp_V5_count,0,0.0,int64,True,
T_Amp_V4_count,0,0.0,int64,True,
T_Amp_V3_count,0,0.0,int64,True,
T_Amp_V3_iqr,0,0.0,float64,True,
T_DurFull_V1,0,0.0,float64,True,
T_DurFull_V1_iqr,0,0.0,float64,True,
T_DurFull_V1_count,0,0.0,int64,True,
T_DurFull_aVL,0,0.0,float64,True,
HA__Global_iqr,0,0.0,float64,True,
HA__Global,0,0.0,float64,True,
T_Dur_Global_count,0,0.0,int64,True,
T_Dur_Global_iqr,0,0.0,float64,True,
T_Dur_Global,0,0.0,float64,True,
T_DurFull_aVR_count,0,0.0,int64,True,
T_DurFull_aVR_iqr,0,0.0,float64,True,
T_DurFull_aVR,0,0.0,float64,True,
T_DurFull_aVL_count,0,0.0,int64,True,
T_DurFull_aVL_iqr,0,0.0,float64,True,
T_DurFull_aVF_count,0,0.0,int64,True,
T_DurFull_V2,0,0.0,float64,True,
T_DurFull_aVF_iqr,0,0.0,float64,True,
T_DurFull_aVF,0,0.0,float64,True,
T_DurFull_V6_count,0,0.0,int64,True,
T_DurFull_V5_count,0,0.0,int64,True,
T_DurFull_V4_count,0,0.0,int64,True,
T_DurFull_V3_count,0,0.0,int64,True,
T_DurFull_V3_iqr,0,0.0,float64,True,
T_DurFull_V3,0,0.0,float64,True,
T_DurFull_V2_count,0,0.0,int64,True,
T_DurFull_V2_iqr,0,0.0,float64,True,
T_Amp_V3,0,0.0,float64,True,
T_Amp_V2_count,0,0.0,int64,True,
T_Amp_V2_iqr,0,0.0,float64,True,
S_Amp_V4_count,0,0.0,int64,True,
S_Amp_aVR,0,0.0,float64,True,
S_Amp_aVL_count,0,0.0,int64,True,
S_Amp_aVL_iqr,0,0.0,float64,True,
S_Amp_aVL,0,0.0,float64,True,
S_Amp_aVF_count,0,0.0,int64,True,
S_Amp_aVF_iqr,0,0.0,float64,True,
S_Amp_aVF,0,0.0,float64,True,
S_Amp_V6_count,0,0.0,int64,True,
QT_IntCorr_aVR_count,0,0.0,int64,True,
S_Amp_V5_count,0,0.0,int64,True,
S_Amp_V3_count,0,0.0,int64,True,
S_Amp_aVR_count,0,0.0,int64,True,
S_Amp_V3_iqr,0,0.0,float64,True,
S_Amp_V3,0,0.0,float64,True,
S_Amp_V2_count,0,0.0,int64,True,
S_Amp_V2_iqr,0,0.0,float64,True,
S_Amp_V2,0,0.0,float64,True,
S_Amp_V1_count,0,0.0,int64,True,
S_Amp_V1_iqr,0,0.0,float64,True,
S_Amp_V1,0,0.0,float64,True,
S_Amp_III_count,0,0.0,int64,True,
S_Amp_III_iqr,0,0.0,float64,True,
S_Amp_aVR_iqr,0,0.0,float64,True,
ST_Elev_I_count,0,0.0,int64,True,
T_Amp_V2,0,0.0,float64,True,
T_Amp_I_iqr,0,0.0,float64,True,
T_Amp_V1_count,0,0.0,int64,True,
T_Amp_V1_iqr,0,0.0,float64,True,
T_Amp_V1,0,0.0,float64,True,
T_Amp_III_count,0,0.0,int64,True,
T_Amp_III_iqr,0,0.0,float64,True,
T_Amp_III,0,0.0,float64,True,
T_Amp_II_count,0,0.0,int64,True,
T_Amp_II_iqr,0,0.0,float64,True,
T_Amp_II,0,0.0,float64,True,
T_Amp_I_count,0,0.0,int64,True,
T_Amp_I,0,0.0,float64,True,
ST_Elev_II_count,0,0.0,int64,True,
ST_Elev_aVR_count,0,0.0,int64,True,
ST_Elev_aVL_count,0,0.0,int64,True,
ST_Elev_aVF_count,0,0.0,int64,True,
ST_Elev_V6_count,0,0.0,int64,True,
ST_Elev_V5_count,0,0.0,int64,True,
ST_Elev_V4_count,0,0.0,int64,True,
ST_Elev_V3_count,0,0.0,int64,True,
ST_Elev_V2_count,0,0.0,int64,True,
ST_Elev_V1_count,0,0.0,int64,True,
ST_Elev_III_count,0,0.0,int64,True,
QT_IntFramingham_Global,0,0.0,float64,True,
QT_IntCorr_I_iqr,0,0.0,float64,True,
QT_IntCorr_aVR_iqr,0,0.0,float64,True,
P_Amp_III_iqr,0,0.0,float64,True,
P_Amp_V5_count,0,0.0,int64,True,
P_Amp_V4_count,0,0.0,int64,True,
P_Amp_V3_count,0,0.0,int64,True,
P_Amp_V3_iqr,0,0.0,float64,True,
P_Amp_V3,0,0.0,float64,True,
P_Amp_V2_count,0,0.0,int64,True,
P_Amp_V2_iqr,0,0.0,float64,True,
P_Amp_V2,0,0.0,float64,True,
P_Amp_V1_count,0,0.0,int64,True,
P_Amp_V1_iqr,0,0.0,float64,True,
P_Amp_V1,0,0.0,float64,True,
P_Amp_III_count,0,0.0,int64,True,
P_Amp_III,0,0.0,float64,True,
QT_IntCorr_aVR,0,0.0,float64,True,
P_Amp_II_count,0,0.0,int64,True,
P_Amp_II_iqr,0,0.0,float64,True,
P_Amp_II,0,0.0,float64,True,
P_Amp_I_count,0,0.0,int64,True,
P_Amp_I_iqr,0,0.0,float64,True,
P_Amp_I,0,0.0,float64,True,
PR_Int_Global_count,0,0.0,int64,True,
PR_Int_Global_iqr,0,0.0,float64,True,
PR_Int_Global,0,0.0,float64,True,
PR_Int_aVR_count,0,0.0,int64,True,
PR_Int_aVR_iqr,0,0.0,float64,True,
PR_Int_aVR,0,0.0,float64,True,
P_Amp_V6_count,0,0.0,int64,True,
P_Amp_aVF,0,0.0,float64,True,
P_Amp_aVF_iqr,0,0.0,float64,True,
P_Amp_aVF_count,0,0.0,int64,True,
P_DurFull_V4_count,0,0.0,int64,True,
P_DurFull_V3_count,0,0.0,int64,True,
P_DurFull_V3_iqr,0,0.0,float64,True,
P_DurFull_V3,0,0.0,float64,True,
P_DurFull_V2_count,0,0.0,int64,True,
P_DurFull_V2_iqr,0,0.0,float64,True,
P_DurFull_V2,0,0.0,float64,True,
P_DurFull_V1_count,0,0.0,int64,True,
P_DurFull_V1_iqr,0,0.0,float64,True,
P_DurFull_V1,0,0.0,float64,True,
P_DurFull_III_count,0,0.0,int64,True,
P_DurFull_III_iqr,0,0.0,float64,True,
P_DurFull_III,0,0.0,float64,True,
P_DurFull_II_count,0,0.0,int64,True,
P_DurFull_II_iqr,0,0.0,float64,True,
P_DurFull_II,0,0.0,float64,True,
P_DurFull_I_count,0,0.0,int64,True,
P_DurFull_I_iqr,0,0.0,float64,True,
P_DurFull_I,0,0.0,float64,True,
P_Amp_aVR_count,0,0.0,int64,True,
P_Amp_aVR_iqr,0,0.0,float64,True,
P_Amp_aVR,0,0.0,float64,True,
P_Amp_aVL_count,0,0.0,int64,True,
P_Amp_aVL_iqr,0,0.0,float64,True,
P_Amp_aVL,0,0.0,float64,True,
PR_Int_aVL_count,0,0.0,int64,True,
PR_Int_aVL_iqr,0,0.0,float64,True,
PR_Int_aVL,0,0.0,float64,True,
PQ_Int_aVR_iqr,0,0.0,float64,True,
PQ_Int_aVL_count,0,0.0,int64,True,
PQ_Int_aVL_iqr,0,0.0,float64,True,
PQ_Int_aVL,0,0.0,float64,True,
PQ_Int_aVF_count,0,0.0,int64,True,
PQ_Int_aVF_iqr,0,0.0,float64,True,
PQ_Int_aVF,0,0.0,float64,True,
PQ_Int_V6_count,0,0.0,int64,True,
PQ_Int_V5_count,0,0.0,int64,True,
PQ_Int_V4_count,0,0.0,int64,True,
PQ_Int_V3_count,0,0.0,int64,True,
PQ_Int_V3_iqr,0,0.0,float64,True,
PQ_Int_V3,0,0.0,float64,True,
PQ_Int_V2_count,0,0.0,int64,True,
PQ_Int_V2_iqr,0,0.0,float64,True,
PQ_Int_V2,0,0.0,float64,True,
PQ_Int_V1_count,0,0.0,int64,True,
PQ_Int_V1_iqr,0,0.0,float64,True,
PQ_Int_V1,0,0.0,float64,True,
PQ_Int_III_count,0,0.0,int64,True,
PQ_Int_III_iqr,0,0.0,float64,True,
PQ_Int_III,0,0.0,float64,True,
PQ_Int_II_count,0,0.0,int64,True,
PQ_Int_II_iqr,0,0.0,float64,True,
PQ_Int_II,0,0.0,float64,True,
PQ_Int_I_count,0,0.0,int64,True,
PQ_Int_aVR,0,0.0,float64,True,
PQ_Int_aVR_count,0,0.0,int64,True,
PR_Int_aVF_count,0,0.0,int64,True,
PQ_Int_Global,0,0.0,float64,True,
PR_Int_aVF_iqr,0,0.0,float64,True,
PR_Int_aVF,0,0.0,float64,True,
PR_Int_V6_count,0,0.0,int64,True,
PR_Int_V5_count,0,0.0,int64,True,
PR_Int_V4_count,0,0.0,int64,True,
PR_Int_V3_count,0,0.0,int64,True,
PR_Int_V3_iqr,0,0.0,float64,True,
PR_Int_V3,0,0.0,float64,True,
PR_Int_V2_count,0,0.0,int64,True,
PR_Int_V2_iqr,0,0.0,float64,True,
PR_Int_V2,0,0.0,float64,True,
PR_Int_V1_count,0,0.0,int64,True,
PR_Int_V1_iqr,0,0.0,float64,True,
PR_Int_V1,0,0.0,float64,True,
PR_Int_III_count,0,0.0,int64,True,
PR_Int_III_iqr,0,0.0,float64,True,
PR_Int_III,0,0.0,float64,True,
PR_Int_II_count,0,0.0,int64,True,
PR_Int_II_iqr,0,0.0,float64,True,
PR_Int_II,0,0.0,float64,True,
PR_Int_I_count,0,0.0,int64,True,
PR_Int_I_iqr,0,0.0,float64,True,
PR_Int_I,0,0.0,float64,True,
PQ_Int_Global_count,0,0.0,int64,True,
PQ_Int_Global_iqr,0,0.0,float64,True,
P_DurFull_V5_count,0,0.0,int64,True,
P_DurFull_V6_count,0,0.0,int64,True,
P_DurFull_aVF,0,0.0,float64,True,
QRS_Dur_Global_count,0,0.0,int64,True,
QRS_Dur_Global,0,0.0,float64,True,
QRS_Dur_aVR_count,0,0.0,int64,True,
QRS_Dur_aVR_iqr,0,0.0,float64,True,
QRS_Dur_aVR,0,0.0,float64,True,
QRS_Dur_aVL_count,0,0.0,int64,True,
QRS_Dur_aVL_iqr,0,0.0,float64,True,
QRS_Dur_aVL,0,0.0,float64,True,
QRS_Dur_aVF_count,0,0.0,int64,True,
QRS_Dur_aVF_iqr,0,0.0,float64,True,
QRS_Dur_aVF,0,0.0,float64,True,
QRS_Dur_V6_count,0,0.0,int64,True,
QRS_Dur_V5_count,0,0.0,int64,True,
QRS_Dur_V4_count,0,0.0,int64,True,
QRS_Dur_V3_count,0,0.0,int64,True,
QRS_Dur_V3_iqr,0,0.0,float64,True,
QRS_Dur_V3,0,0.0,float64,True,
QRS_Dur_V2_count,0,0.0,int64,True,
QRS_Dur_V2_iqr,0,0.0,float64,True,
QRS_Dur_V2,0,0.0,float64,True,
QRS_Dur_V1_count,0,0.0,int64,True,
QRS_Dur_V1_iqr,0,0.0,float64,True,
QRS_Dur_V1,0,0.0,float64,True,
QRS_Dur_III_count,0,0.0,int64,True,
QRS_Dur_III_iqr,0,0.0,float64,True,
QRS_Dur_III,0,0.0,float64,True,
QRS_Dur_Global_iqr,0,0.0,float64,True,
QT_IntCorr_I,0,0.0,float64,True,
QRS_Dur_II_iqr,0,0.0,float64,True,
PQ_Int_I_iqr,0,0.0,float64,True,
QT_IntCorr_aVL_count,0,0.0,int64,True,
QT_IntCorr_aVL_iqr,0,0.0,float64,True,
QT_IntCorr_aVL,0,0.0,float64,True,
QT_IntCorr_aVF_count,0,0.0,int64,True,
QT_IntCorr_aVF_iqr,0,0.0,float64,True,
QT_IntCorr_aVF,0,0.0,float64,True,
QT_IntCorr_V6_count,0,0.0,int64,True,
QT_IntCorr_V5_count,0,0.0,int64,True,
QT_IntCorr_V4_count,0,0.0,int64,True,
QT_IntCorr_V3_count,0,0.0,int64,True,
QT_IntCorr_V3_iqr,0,0.0,float64,True,
QT_IntCorr_V3,0,0.0,float64,True,
QT_IntCorr_V2_count,0,0.0,int64,True,
QT_IntCorr_V2_iqr,0,0.0,float64,True,
QT_IntCorr_V2,0,0.0,float64,True,
QT_IntCorr_V1_count,0,0.0,int64,True,
QT_IntCorr_V1_iqr,0,0.0,float64,True,
QT_IntCorr_V1,0,0.0,float64,True,
QT_IntCorr_III_count,0,0.0,int64,True,
QT_IntCorr_III_iqr,0,0.0,float64,True,
QT_IntCorr_III,0,0.0,float64,True,
QT_IntCorr_II_count,0,0.0,int64,True,
QT_IntCorr_II_iqr,0,0.0,float64,True,
QT_IntCorr_II,0,0.0,float64,True,
QT_IntCorr_I_count,0,0.0,int64,True,
QRS_Dur_II_count,0,0.0,int64,True,
QRS_Dur_II,0,0.0,float64,True,
P_DurFull_aVF_iqr,0,0.0,float64,True,
Q_Amp_II_iqr,0,0.0,float64,True,
Q_Amp_I_count,0,0.0,int64,True,
Q_Amp_I_iqr,0,0.0,float64,True,
Q_Amp_I,0,0.0,float64,True,
P_Morph_aVR_count,0,0.0,int64,True,
P_Morph_aVL_count,0,0.0,int64,True,
P_Morph_aVF_count,0,0.0,int64,True,
P_Morph_V6_count,0,0.0,int64,True,
P_Morph_V5_count,0,0.0,int64,True,
P_Morph_V4_count,0,0.0,int64,True,
P_Morph_V3_count,0,0.0,int64,True,
P_Morph_V2_count,0,0.0,int64,True,
P_Morph_V1_count,0,0.0,int64,True,
P_Morph_III_count,0,0.0,int64,True,
P_Morph_II_count,0,0.0,int64,True,
P_Morph_I_count,0,0.0,int64,True,
P_Dur_Global_count,0,0.0,int64,True,
P_Dur_Global_iqr,0,0.0,float64,True,
P_Dur_Global,0,0.0,float64,True,
P_DurFull_aVR_count,0,0.0,int64,True,
P_DurFull_aVR_iqr,0,0.0,float64,True,
P_DurFull_aVR,0,0.0,float64,True,
P_DurFull_aVL_count,0,0.0,int64,True,
P_DurFull_aVL_iqr,0,0.0,float64,True,
P_DurFull_aVL,0,0.0,float64,True,
P_DurFull_aVF_count,0,0.0,int64,True,
Q_Amp_II,0,0.0,float64,True,
Q_Amp_II_count,0,0.0,int64,True,
QRS_Dur_I_count,0,0.0,int64,True,
Q_Amp_III,0,0.0,float64,True,
QRS_Dur_I_iqr,0,0.0,float64,True,
QRS_Dur_I,0,0.0,float64,True,
Q_Amp_aVR_count,0,0.0,int64,True,
Q_Amp_aVR_iqr,0,0.0,float64,True,
Q_Amp_aVR,0,0.0,float64,True,
Q_Amp_aVL_count,0,0.0,int64,True,
Q_Amp_aVL_iqr,0,0.0,float64,True,
Q_Amp_aVL,0,0.0,float64,True,
Q_Amp_aVF_count,0,0.0,int64,True,
Q_Amp_aVF_iqr,0,0.0,float64,True,
Q_Amp_aVF,0,0.0,float64,True,
Q_Amp_V6_count,0,0.0,int64,True,
Q_Amp_V5_count,0,0.0,int64,True,
Q_Amp_V4_count,0,0.0,int64,True,
Q_Amp_V3_count,0,0.0,int64,True,
Q_Amp_V3_iqr,0,0.0,float64,True,
Q_Amp_V3,0,0.0,float64,True,
Q_Amp_V2_count,0,0.0,int64,True,
Q_Amp_V2_iqr,0,0.0,float64,True,
Q_Amp_V2,0,0.0,float64,True,
Q_Amp_V1_count,0,0.0,int64,True,
Q_Amp_V1_iqr,0,0.0,float64,True,
Q_Amp_V1,0,0.0,float64,True,
Q_Amp_III_count,0,0.0,int64,True,
Q_Amp_III_iqr,0,0.0,float64,True,
HA__Global_count,0,0.0,int64,True,
