feature,n_pairs,official_nonmissing,recomputed_nonmissing,mean_abs_error,median_abs_error,max_abs_error,allclose_atol_1e_6
T_Amp_V2_iqr,3,3,3,0.056301014662457745,0.06208889385099248,0.08006705066474201,False
T_Amp_V2_count,3,3,3,0.0,0.0,0.0,True
T_Amp_V3,3,3,3,0.08260043336029746,0.024718361398336747,0.2208804636165488,False
T_Amp_V3_iqr,3,3,3,0.060039301680810585,0.03964084594927941,0.13237021831507043,False
T_Amp_V3_count,3,3,3,0.0,0.0,0.0,True
T_Amp_V4,3,3,3,0.2247838604243653,0.03349605905423583,0.6381585895038472,False
T_Amp_V4_iqr,3,3,3,0.0624640769140396,0.0626874433868711,0.12428110787535909,False
T_Amp_V4_count,3,3,3,0.0,0.0,0.0,True
T_Amp_V5,3,3,3,0.05075032598563778,0.034919710931721734,0.10774537036791978,False
T_Amp_V5_iqr,3,3,3,0.04871947735409918,0.053388211532401614,0.08831688816722975,False
T_Amp_V5_count,3,3,3,0.0,0.0,0.0,True
T_Amp_V6,3,3,3,0.03806860905777052,0.014505256868737632,0.0871389554575147,False
T_Amp_V6_iqr,3,3,3,0.06850889518314612,0.06429990087788444,0.09348127702110695,False
T_Amp_V6_count,3,3,3,0.0,0.0,0.0,True
T_Amp_aVF,3,3,3,0.03679218070269718,0.012708320757049987,0.08903972603685244,False
T_Amp_aVF_iqr,3,3,3,0.14324561815227047,0.1696439413942952,0.22568265000830073,False
T_Amp_aVF_count,3,3,3,0.0,0.0,0.0,True
T_Amp_aVL,3,3,3,0.09417710686469849,0.11805361244182663,0.14754800669274318,False
T_Amp_aVL_iqr,3,3,3,0.08941005516022525,0.09056865283189815,0.13464210010113906,False
T_Amp_aVL_count,3,3,3,0.0,0.0,0.0,True
T_Amp_aVR,3,3,3,0.0184514801732024,0.012077873735978267,0.041614700670367266,False
T_Amp_aVR_iqr,3,3,3,0.11099112244674185,0.05622835566461004,0.24473906720934396,False
T_Amp_aVR_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_I,3,3,3,50.7012987012987,43.27272727272728,66.28571428571428,False
T_DurFull_I_iqr,3,3,3,38.666666666666664,30.0,62.0,False
T_DurFull_I_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_II,3,3,3,49.03030303030303,66.18181818181819,72.9090909090909,False
T_DurFull_II_iqr,3,3,3,41.666666666666664,44.0,49.0,False
T_DurFull_II_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_III,3,3,3,163.7142857142857,166.36363636363637,247.14285714285714,False
T_DurFull_III_iqr,3,3,3,18.0,14.0,32.0,False
T_DurFull_III_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V1,3,3,3,76.44155844155844,78.18181818181819,102.0,False
T_DurFull_V1_iqr,3,3,3,59.333333333333336,67.0,81.0,False
T_DurFull_V1_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V2,3,3,3,71.58441558441558,57.81818181818181,132.57142857142856,False
T_DurFull_V2_iqr,3,3,3,63.666666666666664,50.0,97.0,False
T_DurFull_V2_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V3,3,3,3,87.41125541125541,86.0,123.14285714285717,False
T_DurFull_V3_iqr,3,3,3,22.666666666666668,29.0,39.0,False
T_DurFull_V3_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V4,3,3,3,79.8008658008658,55.636363636363626,128.85714285714283,False
T_DurFull_V4_iqr,3,3,3,75.0,96.0,127.0,False
T_DurFull_V4_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V5,3,3,3,100.83116883116884,56.363636363636374,212.85714285714283,False
T_DurFull_V5_iqr,3,3,3,18.666666666666668,1.0,55.0,False
T_DurFull_V5_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_V6,3,3,3,90.96969696969695,76.54545454545453,148.0,False
T_DurFull_V6_iqr,3,3,3,27.333333333333332,34.0,43.0,False
T_DurFull_V6_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_aVF,3,3,3,92.77056277056276,86.9090909090909,126.85714285714286,False
T_DurFull_aVF_iqr,3,3,3,87.33333333333333,62.0,187.0,False
T_DurFull_aVF_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_aVL,3,3,3,77.34199134199135,77.27272727272728,126.57142857142858,False
T_DurFull_aVL_iqr,3,3,3,19.666666666666668,17.0,41.0,False
T_DurFull_aVL_count,3,3,3,0.0,0.0,0.0,True
T_DurFull_aVR,3,3,3,41.870129870129865,31.27272727272728,81.42857142857142,False
T_DurFull_aVR_iqr,3,3,3,41.0,37.0,72.0,False
T_DurFull_aVR_count,3,3,3,0.0,0.0,0.0,True
T_Dur_Global,3,3,3,55.82683982683981,55.45454545454544,57.45454545454544,False
T_Dur_Global_iqr,3,3,3,36.666666666666664,5.0,101.0,False
T_Dur_Global_count,3,3,3,0.0,0.0,0.0,True
